upid,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S
P37750,41.21,165.06,147.21,120.40,144.69,153.45,70.79,100.46,104.95,183.57,149.13,157.95,18.54,68.13,24.71,37.30,55.94,78.81,122.49,117.39,139.11,71.93
P0A9T6,40.22,14.88,3.56,7.37,29.54,42.80,40.25,29.44,31.80,23.54,15.78,11.29,1.32,0.70,37.45,60.92,35.57,43.08,44.39,30.93,33.80,50.28
P0A898,14.03,35.50,32.53,19.76,15.16,96.06,5.45,16.80,107.63,269.08,184.58,242.55,244.43,366.29,551.89,738.03,802.58,422.71,321.88,376.07,276.52,326.41
P0AAW1,9.25,1.60,4.08,8.20,5.66,7.90,9.05,3.14,5.40,5.06,6.73,5.11,20.45,17.16,13.23,11.20,16.76,9.79,6.76,8.44,3.69,4.81
P60869,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.63,0.55,1.91,1.03,2.93,0.00,0.00,0.41,1.10,0.01,0.01,0.01,0.01,0.01,0.01
P67699,69.61,126.29,90.74,46.15,79.69,45.94,58.88,74.96,50.24,46.79,24.27,29.88,0.28,1.15,18.99,3.78,0.65,30.88,18.41,2.79,9.22,7.51
P76342,19.85,4.18,7.80,13.56,23.83,16.00,26.31,12.01,14.64,10.60,10.88,14.00,10.42,8.19,22.00,20.81,41.29,15.81,19.48,29.01,22.31,33.50
P33015,3.50,12.96,59.13,1.04,9.19,4.75,6.98,38.65,9.17,8.50,3.69,2.49,2.30,0.78,1.14,1.92,1.69,2.38,1.37,0.89,3.70,2.88
P60872,0.56,0.51,1.56,0.87,2.87,2.81,2.29,1.40,36.14,32.42,32.19,36.18,0.90,2.07,1.13,2.14,1.44,1.89,2.41,0.67,1.21,3.54
P08550,8.25,11.49,10.72,6.52,9.47,8.26,11.59,12.64,17.79,21.02,18.96,21.91,0.26,2.88,3.29,10.19,8.14,5.21,4.33,9.05,7.65,10.23
P31992,258.37,117.09,NA,198.76,57.57,180.28,198.08,296.87,237.00,143.86,208.14,102.27,11.96,7.60,219.24,137.95,184.71,NA,NA,62.54,179.21,NA
P76194,4.69,0.83,2.24,9.67,12.14,12.04,7.42,6.60,5.87,1.27,4.96,3.21,120.63,73.33,188.67,7.24,37.06,19.34,53.65,10.56,13.70,13.09
P75746,0.49,8.43,12.34,11.98,7.35,3.80,7.28,4.27,11.59,9.62,11.50,7.73,1.16,1.49,15.59,5.66,12.51,7.47,1.57,1.75,4.19,2.53
P46144,1.67,4.45,NA,0.46,5.64,2.12,0.00,0.00,0.82,77.36,0.00,0.04,0.52,0.17,2.80,2.15,4.85,NA,NA,0.42,0.53,NA
P39298,158.94,361.56,251.68,93.65,109.91,127.72,142.47,89.37,112.77,79.57,78.00,81.83,87.10,84.16,149.51,297.93,244.13,161.73,119.28,69.43,92.39,113.03
P0A8Y1,65.63,67.37,113.40,8.95,31.51,20.84,33.10,29.79,31.25,12.43,9.49,6.99,3.55,1.04,22.55,57.30,22.98,31.71,23.59,18.57,25.87,34.90
P76561,50.95,38.75,24.86,42.42,43.17,20.42,40.21,16.94,8.15,14.39,17.29,14.32,6.35,10.42,37.56,50.92,31.58,38.35,40.14,24.19,0.69,0.02
P0A8Z7,23.14,62.13,45.06,45.11,39.68,46.85,36.86,31.81,38.21,35.81,43.09,44.63,53.04,61.78,47.24,39.49,61.24,52.67,43.02,47.24,36.89,43.67
P45468,10.11,4.42,9.05,6.12,8.24,6.92,8.91,11.01,11.65,12.44,10.03,12.79,0.57,0.78,5.27,4.54,6.26,7.04,8.15,6.85,9.82,14.29
P0AE45,11.92,22.01,27.25,8.62,11.38,16.43,7.14,12.97,45.78,46.82,36.07,37.53,0.65,0.45,2.56,1.59,6.30,5.85,4.52,1.45,4.05,3.20
P31825,28.84,71.22,NA,7.16,28.16,19.57,18.02,13.38,18.24,23.00,0.92,5.25,1.21,2.99,21.90,61.52,30.51,NA,NA,4.89,13.92,NA
P42597,0.54,0.34,NA,0.00,8.77,0.42,0.00,0.01,1.07,0.00,0.00,0.27,0.11,0.61,0.15,0.31,0.16,NA,NA,0.23,1.11,NA
P39407,4.07,5.87,NA,3.27,17.72,3.47,2.14,0.00,1.40,0.34,0.14,0.34,1.66,15.13,10.35,13.57,11.69,NA,NA,0.92,2.20,NA
P76223,16.93,14.48,16.86,11.56,9.68,12.78,12.96,12.33,8.32,7.60,5.99,6.64,2.79,5.79,8.83,11.99,9.35,8.09,11.24,9.78,9.95,13.04
P64493,6.39,1.34,NA,1.65,8.19,14.47,3.74,0.03,1.25,0.00,0.00,0.00,10.03,0.00,1.54,0.00,3.04,NA,NA,2.27,0.00,NA
P76344,26.82,5.92,1.66,0.63,4.38,0.73,2.02,0.28,0.01,0.02,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.18,0.01,0.01
P21369,34.17,60.68,60.51,50.74,51.09,67.90,41.74,26.92,29.67,33.77,22.48,13.56,4.88,3.10,13.41,16.29,29.73,21.53,21.97,7.99,7.33,30.42
P76078,0.02,118.95,0.03,0.02,0.02,0.02,0.02,0.21,0.02,0.02,0.02,0.02,1.78,1.04,0.02,0.79,1.64,0.02,0.02,0.09,0.02,0.48
P37610,1.92,0.63,NA,0.72,0.28,2.36,0.24,1.99,0.45,0.62,0.01,0.06,0.00,0.65,0.01,0.15,0.47,NA,NA,0.42,0.73,NA
P69681,53.10,0.88,3.57,0.44,1.04,1.33,1.78,1.33,0.75,2.47,3.49,29.25,8.31,0.53,15.18,2.37,46.76,4.54,2.34,4.66,1.62,10.96
P62672,13.00,16.57,11.34,19.64,12.22,19.58,13.65,15.98,10.73,15.72,17.46,13.70,21.47,19.49,30.28,19.20,56.60,18.52,20.47,17.97,11.60,10.34
P31801,42.71,58.90,28.51,12.70,22.29,16.04,31.07,31.16,35.84,24.05,20.58,19.36,24.22,22.82,25.07,63.65,24.69,26.85,27.37,10.90,18.50,54.96
P0AEL3,0.03,3.31,0.62,0.05,0.79,0.35,0.11,0.03,0.03,0.05,0.09,0.02,0.02,0.02,4.98,14.59,13.30,8.35,0.03,0.03,0.03,0.33
P0A6V5,12.86,37.18,27.66,4.53,6.17,8.12,15.40,6.84,5.23,2.84,1.35,0.60,1.69,36.94,56.73,72.34,24.92,5.66,2.82,1.33,1.76,1.46
P0AFA7,0.01,0.47,18.26,0.13,1.06,2.92,0.34,1.39,19.73,15.55,10.89,13.52,7.08,6.45,7.29,6.20,4.28,5.07,0.01,3.63,8.38,4.13
P0AB96,2.04,2.25,0.16,0.79,1.80,0.54,15.09,10.11,11.19,9.94,3.23,2.23,8.68,1.33,3.02,0.02,9.08,5.65,12.04,2.14,0.13,7.83
P76007,1.93,5.43,1.16,1.84,1.20,2.60,4.06,1.16,3.75,4.19,2.94,2.11,0.00,2.14,0.02,0.52,3.38,3.30,0.26,0.85,0.22,0.10
P0ACX9,0.60,1.02,11.98,0.53,0.61,1.46,1.02,0.71,0.97,0.65,0.03,0.03,0.02,0.02,17.40,0.04,1.82,19.79,0.56,1.79,0.03,5.98
P64488,1.86,7.20,2.11,2.41,3.16,2.19,2.73,2.87,0.94,1.79,1.91,1.80,2.63,28.85,75.33,1.04,75.37,8.31,2.10,1.66,2.55,1.56
P23485,2.99,0.56,NA,1.23,7.89,3.46,2.97,3.32,2.69,5.51,1.28,1.02,0.05,0.21,9.27,85.61,13.60,NA,NA,1.31,1.38,NA
P31680,1.01,0.04,2.32,2.03,25.80,1.12,37.74,21.60,72.42,46.50,42.23,42.56,1.77,25.57,22.81,50.23,27.48,31.08,2.72,29.83,28.29,45.84
P68688,142.28,164.82,179.33,138.71,103.27,241.95,28.21,82.95,78.18,82.36,57.20,51.76,22.54,33.30,170.80,129.49,179.06,145.35,101.90,64.56,93.79,129.22
P63284,0.20,1.07,0.02,0.28,0.32,0.12,0.18,0.17,0.21,0.21,0.22,0.11,0.11,0.00,0.02,0.49,0.68,0.16,0.39,0.04,0.16,0.23
P77526,20.33,35.08,13.00,33.84,24.78,26.14,26.37,13.39,25.77,36.09,23.31,30.66,12.46,14.69,26.28,29.79,19.66,24.63,26.91,43.01,29.40,16.69
P33014,3406.73,3134.65,13251.30,4549.44,7721.49,3951.05,4406.69,4248.25,6251.20,5429.92,3553.43,2062.24,17.58,17.36,2080.36,198.53,1280.19,3005.35,634.48,2951.33,3483.69,3238.45
P05704,0.19,0.01,0.01,0.12,0.25,0.54,0.09,0.12,1.25,5.93,1.94,0.10,0.79,0.22,0.08,0.88,0.10,0.17,0.06,0.14,0.62,0.75
P25798,0.48,0.53,2.58,0.09,0.83,1.10,0.38,0.12,1.47,2.38,1.03,0.10,0.67,0.19,0.26,0.13,0.00,0.41,0.30,0.10,0.27,0.17
P52613,15.40,32.84,11.95,14.55,18.85,9.33,9.75,14.86,13.48,15.47,23.27,12.25,5.68,0.33,6.51,45.73,0.68,7.63,2.08,2.19,2.16,0.90
P0A9H9,1.73,0.06,NA,0.21,29.02,0.83,0.44,0.00,0.49,0.99,1.34,0.24,0.03,0.40,1.13,0.48,2.32,NA,NA,0.10,1.85,NA
P31697,0.50,8.39,0.01,1.48,0.42,0.28,0.01,0.01,0.27,0.01,0.26,0.59,0.01,0.41,3.20,0.01,5.94,0.01,0.83,0.01,1.03,0.01
P63883,0.01,0.82,5.56,0.07,0.02,0.01,0.01,0.03,0.10,0.01,0.01,0.06,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
P60955,7.11,8.95,6.65,4.12,1.99,1.49,4.26,2.19,18.28,12.86,11.33,10.47,0.17,0.25,0.15,0.64,0.90,0.01,3.55,0.28,0.57,4.58
P27300,14.35,16.55,13.57,4.18,4.82,9.42,6.59,6.43,7.95,4.61,5.26,4.25,3.82,3.58,8.69,14.16,10.41,11.24,6.09,5.16,5.75,9.28
P0C0T5,6.87,7.93,5.69,1.43,1.84,3.53,1.53,2.01,2.08,1.30,1.39,0.92,0.03,0.01,7.15,2.85,9.02,5.76,1.72,0.34,1.91,1.34
P41052,32.81,21.79,26.97,14.45,14.38,31.21,23.22,26.88,14.45,13.53,7.44,8.76,35.79,29.93,4.39,29.19,44.27,22.35,13.34,22.16,25.96,12.78
P0C066,0.36,1.07,1.55,0.84,0.82,1.35,1.42,0.77,5.98,15.72,12.05,3.32,16.54,20.19,39.15,48.28,38.52,32.50,30.11,29.12,33.39,39.21
P0AD65,7.47,13.73,12.87,6.65,5.07,5.62,6.11,6.23,11.40,7.37,6.52,4.87,1.68,0.21,1.11,2.97,3.89,5.15,8.18,2.92,6.42,11.87
P0AFI5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.01,0.02,0.03,0.05,0.19,0.02,0.03,0.09,0.01,0.03,0.01,0.04,0.01,0.05
P27243,8.28,1.71,22.59,2.06,7.80,12.89,4.34,2.97,14.95,1.17,3.71,3.26,0.27,0.19,0.91,0.75,1.16,0.12,11.13,8.57,4.78,8.23
P07021,4.06,2.93,2.87,2.00,2.69,3.15,1.97,0.99,2.95,3.06,0.57,2.04,0.09,0.56,7.54,0.63,2.30,6.21,5.36,1.83,6.41,2.35
P03813,4.27,6.13,7.73,13.58,56.76,10.27,44.96,39.27,71.84,68.65,53.34,60.19,1.11,1.69,4.24,5.05,10.08,5.84,6.96,4.34,6.31,6.37
Q46798,2.29,4.85,1.59,1.76,1.93,1.91,2.16,1.86,2.29,1.39,2.00,1.57,1.78,2.07,3.34,3.37,1.88,1.95,1.62,1.55,1.80,1.67
P0AEA2,27.07,5.64,NA,16.20,0.33,4.54,8.37,4.24,10.99,0.53,6.43,0.00,18.59,0.97,0.02,1.09,0.10,NA,NA,3.76,3.13,NA
P0C960,170.49,183.33,172.54,68.13,109.51,105.17,117.92,103.52,74.40,44.15,35.84,22.95,68.52,47.19,209.34,95.94,70.94,132.11,109.21,105.40,211.99,151.53
P0AC00,0.83,10.23,NA,0.98,0.11,0.56,1.75,0.23,7.08,0.31,0.00,2.84,1.37,1.54,0.00,0.44,17.46,NA,NA,0.11,0.07,NA
P75958,1.76,5.74,3.43,1.24,2.15,4.01,2.52,3.46,2.99,3.01,2.34,2.02,5.13,4.47,2.57,6.03,4.07,4.01,1.83,1.16,2.39,3.28
P46022,0.20,0.37,NA,0.17,0.41,0.39,1.44,0.00,0.16,0.00,0.00,0.10,8.12,7.80,0.45,0.12,0.24,NA,NA,0.30,1.11,NA
P0AEB5,2.35,3.64,3.68,2.64,3.27,5.60,1.84,4.41,8.59,6.66,5.55,5.31,0.01,0.50,4.20,5.67,3.96,4.43,2.43,1.80,3.93,3.49
P75822,1.95,44.53,4.68,1.63,0.12,0.69,0.70,3.03,2.63,2.96,1.31,3.92,0.00,0.00,0.64,0.01,1.83,1.50,1.48,0.99,0.91,3.00
P45469,7.99,8.84,4.27,9.70,9.05,9.60,7.66,8.34,8.20,11.27,13.19,24.31,31.23,34.64,15.87,13.40,16.09,11.22,12.09,25.97,17.76,9.18
P38104,0.95,2.92,1.42,0.46,0.47,0.56,1.00,0.24,0.34,0.65,0.58,0.32,0.15,0.19,0.84,0.02,0.38,0.71,0.46,14.17,3.05,2.99
P27242,2.61,16.07,8.38,1.98,3.17,4.09,4.04,3.07,7.78,4.45,4.83,2.67,0.00,1.16,0.89,3.13,2.13,3.69,2.69,1.38,2.71,3.89
P76387,0.00,2.07,12.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.03,0.00,0.00,0.00
P76190,0.32,0.00,NA,0.33,1.04,0.00,0.06,1.19,0.17,3.61,0.51,0.85,0.18,0.95,0.00,1.36,0.00,NA,NA,1.12,0.52,NA
P76206,2.47,43.49,NA,0.06,23.10,3.31,4.49,0.46,2.77,1.14,3.00,0.24,9.32,1.39,0.02,17.74,9.00,NA,NA,0.69,0.04,NA
P0AES2,0.92,2.42,0.87,0.74,1.37,1.00,1.42,1.74,1.26,1.18,1.15,1.47,0.96,0.83,1.23,5.26,2.99,1.38,0.77,1.22,0.69,1.28
P28631,15.04,20.42,12.82,7.79,5.19,8.35,9.41,10.11,8.94,9.36,8.17,6.37,3.29,2.51,10.30,10.91,8.71,11.95,11.99,14.55,6.16,10.41
P71298,0.01,4.22,0.01,0.01,1.10,2.42,1.99,1.26,4.67,5.20,4.25,4.20,0.00,0.00,0.01,0.03,0.01,0.17,0.01,0.01,0.01,0.01
P05523,2.71,20.91,7.88,0.46,0.40,0.01,0.01,0.20,0.40,0.17,0.06,0.10,0.91,0.30,0.80,0.01,0.92,0.49,0.01,0.10,0.01,0.26
P17802,3.13,5.68,3.15,0.58,1.09,1.62,2.41,1.21,1.85,1.08,1.04,0.90,0.40,0.45,0.84,2.74,2.03,2.22,1.24,1.41,1.69,2.95
P50465,0.01,0.02,0.02,0.04,0.01,0.01,0.15,0.01,0.04,0.01,0.01,0.01,0.25,0.66,4.79,0.59,10.69,6.52,0.05,0.75,0.76,4.49
P68739,8.16,7.09,12.91,13.79,11.43,10.36,10.63,6.17,8.11,7.38,9.06,9.38,12.47,8.63,13.75,7.10,8.86,6.94,5.72,14.47,8.57,5.24
P0AB83,10.70,22.16,8.73,6.25,8.06,7.12,7.95,6.93,4.07,3.58,0.54,2.39,0.01,0.01,1.41,1.76,4.59,5.88,6.26,4.70,10.60,8.03
P07013,9.17,1.46,0.08,0.17,0.48,10.60,8.73,7.28,10.02,7.73,5.40,4.79,7.23,4.25,11.99,22.26,15.30,10.80,4.25,7.18,8.18,9.49
P23862,16.10,19.74,1.18,10.64,15.51,11.26,15.55,10.95,8.03,7.91,7.99,5.16,3.92,0.01,14.67,21.10,12.65,10.86,9.85,9.46,10.86,15.15
P07648,1.05,0.82,0.58,1.00,0.58,1.25,1.11,1.39,1.96,1.83,1.63,1.43,0.10,0.48,0.13,1.22,0.76,0.77,0.60,1.31,0.66,1.56
Q2A0K9,0.21,0.05,0.01,0.00,1.50,0.08,2.30,1.12,0.30,0.00,0.44,0.17,0.00,0.24,1.50,1.32,0.59,0.99,1.57,1.18,2.74,0.31
P0AG76,10.66,13.50,12.93,17.67,11.49,7.48,1.98,6.98,5.49,3.26,1.77,0.76,0.24,0.02,0.01,0.08,0.01,6.26,2.75,0.19,1.34,1.81
P14294,0.36,2.43,0.00,0.68,0.71,0.09,0.58,0.41,0.68,0.96,0.66,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.07,0.55,0.61
P0A8P6,15.50,16.23,28.94,8.68,16.88,11.41,15.23,15.56,14.82,11.55,6.95,4.73,1.47,0.40,6.07,14.17,7.23,20.87,17.31,8.25,22.39,20.78
P0A8P8,10.06,29.14,15.22,6.38,9.70,6.56,7.87,5.41,4.53,3.67,1.46,1.04,0.56,0.98,3.49,3.73,6.76,11.24,8.33,4.40,10.81,0.53
P75828,0.18,0.29,0.15,0.68,0.22,0.28,0.10,0.15,0.47,0.74,0.51,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P05050,13.48,5.09,NA,2.10,0.49,6.02,4.50,4.91,3.45,10.06,1.49,2.97,13.93,0.47,6.30,4.96,6.85,NA,NA,1.73,3.63,NA
P28905,4.47,13.84,1.26,2.21,0.50,1.90,0.96,1.02,1.62,0.70,1.65,3.43,0.45,0.26,2.20,2.06,0.31,5.06,0.88,3.35,1.42,0.27
D4HZR9,2.15,4.98,2.33,1.91,1.86,2.01,1.91,2.05,1.78,0.85,0.95,2.85,2.32,1.16,8.50,13.02,4.70,0.85,8.28,1.82,5.57,2.02
P24230,2.50,7.49,3.29,1.52,2.42,2.50,2.36,3.08,6.66,5.91,5.86,3.82,0.03,0.57,0.39,0.19,0.00,0.02,0.00,0.03,0.05,0.06
P0AAR8,41.07,20.42,NA,10.10,36.66,23.45,14.23,0.65,17.38,3.77,32.67,15.86,15.96,14.40,19.29,24.93,12.41,NA,NA,7.97,37.34,NA
P75952,1.87,0.79,1.17,1.31,2.89,0.71,1.09,1.94,3.56,5.28,4.38,4.26,0.07,0.10,0.94,0.81,0.01,0.01,0.01,0.01,0.83,1.17
P0ACS9,20.87,40.33,25.44,9.45,14.50,14.22,17.90,15.18,13.63,7.89,11.95,4.57,0.01,0.26,0.84,1.05,0.07,2.08,0.08,7.45,0.37,0.09
P0A6D0,648.41,930.99,665.88,417.54,490.54,561.81,537.04,883.66,741.91,499.82,421.87,356.29,553.74,486.35,674.02,695.76,657.76,607.55,597.62,435.62,651.15,605.41
Q47083,42.97,18.30,8.40,4.75,3.46,6.91,9.16,5.27,8.20,11.67,8.45,6.46,2.53,3.83,8.41,12.79,17.71,23.24,21.89,8.02,17.66,27.28
P06966,19.66,24.78,16.89,20.86,15.12,21.19,12.50,13.97,15.99,15.13,7.94,11.28,17.12,14.87,17.60,8.52,20.09,18.22,3.42,13.39,9.26,0.59
P0AFW0,55.85,78.24,55.24,47.31,44.44,47.57,35.94,39.47,35.07,36.91,29.54,24.74,23.15,22.76,37.78,67.46,53.53,34.87,34.57,39.05,47.25,36.57
P0ACS7,58.00,40.07,42.77,25.67,26.14,44.50,21.78,22.74,26.43,29.68,27.46,27.45,11.33,7.68,11.70,38.72,18.58,23.71,68.93,41.32,33.28,27.68
P0ACS2,0.80,4.51,0.02,0.01,0.01,0.01,0.37,1.89,1.43,0.86,0.01,1.50,0.01,0.01,46.14,2.66,0.67,0.35,4.03,14.34,16.35,0.02
P36673,4.74,1.27,3.17,3.74,5.83,5.90,5.16,6.49,7.17,7.65,6.16,7.51,4.89,4.93,4.68,10.18,7.94,9.15,7.69,8.54,8.56,8.36
P39161,7.85,11.49,11.38,8.79,10.19,9.14,9.75,10.43,8.90,11.39,6.76,8.51,8.75,8.14,14.30,31.78,23.67,12.43,12.75,13.39,21.97,28.29
P75989,1.94,1.67,1.37,1.59,0.93,2.00,1.70,1.86,3.01,2.97,1.87,1.43,3.72,2.24,1.61,1.48,1.05,1.96,1.79,1.58,1.95,1.92
P77615,29.38,47.97,36.67,35.38,38.73,24.89,29.54,37.70,26.08,25.47,24.92,24.00,12.28,12.53,34.47,28.65,22.68,32.45,45.85,31.84,44.85,43.75
P67660,5.13,4.91,0.90,2.74,3.48,1.02,5.66,3.08,3.98,2.76,3.14,2.14,0.00,0.04,1.17,3.22,1.06,4.55,2.91,2.55,2.96,5.77
P36995,2.00,3.40,NA,9.05,2.17,38.14,1.59,19.63,10.64,113.09,1.29,50.99,0.07,0.84,0.81,2.10,6.50,NA,NA,10.57,21.98,NA
P0A978,45.69,104.96,NA,29.22,48.00,49.22,25.61,2.69,35.17,0.77,16.91,7.61,16.09,24.88,95.40,17.82,30.02,NA,NA,18.95,23.01,NA
P0A9G4,48.75,103.08,68.61,52.76,46.37,52.26,46.54,36.86,45.84,43.76,41.15,36.04,3.66,12.08,91.12,57.45,5.16,31.22,61.40,58.84,51.76,21.18
Q47129,3.60,2.66,NA,0.04,7.91,0.91,0.48,0.28,0.36,0.17,0.42,0.03,0.34,0.04,0.03,3.22,0.14,NA,NA,0.21,4.27,NA
P64638,4.23,22.21,NA,3.04,0.00,17.75,10.40,9.78,22.11,1.18,0.28,3.16,20.43,0.29,9.37,0.73,1.18,NA,NA,0.72,9.73,NA
P30128,1.34,1.34,9.08,0.65,3.74,0.14,1.06,3.72,5.56,8.50,3.42,4.02,11.26,9.69,46.53,19.71,27.26,16.16,7.99,4.90,6.25,2.05
P05827,7.74,42.35,NA,1.59,8.65,6.25,4.08,0.02,4.03,0.15,1.31,0.08,0.54,0.14,0.00,25.99,18.55,NA,NA,6.00,1.07,NA
P03023,22.79,4.68,NA,8.77,28.28,17.54,10.39,13.36,9.72,23.66,6.75,3.19,1.43,1.38,20.46,6.47,12.52,NA,NA,9.08,14.24,NA
Q46864,34.33,180.67,62.76,24.58,24.24,32.91,33.88,19.43,19.87,17.40,17.63,20.52,15.29,28.91,58.60,79.74,22.62,30.81,19.64,57.47,27.31,30.68
P77245,4.83,13.75,NA,2.53,12.04,4.75,0.15,120.86,3.28,1.02,7.44,0.70,0.35,3.16,19.50,1.53,0.47,NA,NA,1.41,2.36,NA
P07026,7.83,111.56,NA,7.62,0.64,6.23,6.72,1.27,6.49,0.03,0.92,0.32,1.19,0.22,10.04,2.70,0.67,NA,NA,0.98,9.38,NA
P64616,35.04,32.44,31.23,42.29,44.71,67.37,50.78,30.66,35.86,34.54,45.98,67.20,257.62,117.18,38.06,70.75,223.20,53.01,55.70,90.61,56.05,33.30
P39334,124.07,713.79,160.54,60.42,47.62,49.37,50.79,49.51,55.31,60.51,33.41,29.29,13.26,12.39,43.01,42.02,27.55,57.83,38.32,14.18,40.43,37.77
P0AEM4,15.72,24.58,52.37,11.28,53.61,54.13,47.45,18.06,56.65,75.25,40.33,13.27,0.68,0.55,19.16,12.82,0.67,6.56,45.52,34.46,49.50,35.65
P0AD01,0.83,5.45,1.81,4.16,6.53,2.39,4.61,5.47,3.86,6.07,6.76,11.75,0.01,0.30,0.01,0.90,0.54,2.35,9.50,11.60,7.88,3.02
P0AFT5,1.74,19.59,11.59,9.05,8.78,9.01,10.27,14.02,9.45,9.37,7.93,7.46,3.60,0.27,0.88,0.80,1.57,4.92,8.22,6.38,10.94,7.11
P0AE39,14.83,19.17,13.74,10.78,9.54,22.78,14.58,16.81,11.46,14.09,18.30,12.79,51.23,33.03,62.83,42.27,35.12,46.32,29.45,24.13,23.25,34.24
P0ACM9,5.88,2.06,NA,0.27,2.63,0.72,0.08,0.59,0.10,4.75,0.03,0.04,2.41,0.23,0.00,0.80,0.03,NA,NA,0.05,0.25,NA
P0A9W0,31.08,54.58,37.88,17.00,28.08,20.12,29.70,36.02,22.97,18.42,22.69,19.62,1.86,1.85,7.89,11.66,4.62,22.59,23.45,9.07,20.41,11.72
P52598,1.55,5.99,NA,0.02,4.29,2.14,3.38,0.58,0.40,0.00,0.40,0.08,0.36,7.59,0.88,0.09,1.72,NA,NA,0.15,1.90,NA
P75974,5.17,6.50,5.90,4.45,4.37,6.23,4.14,5.11,4.41,13.43,7.09,5.17,4.25,6.18,12.04,6.67,5.02,8.27,6.00,8.24,4.33,4.33
Q46802,0.01,21.01,1.39,1.93,4.35,1.14,0.80,2.25,3.72,7.54,6.58,7.28,0.45,0.23,0.01,0.01,0.12,0.01,1.54,0.31,1.62,0.16
P0A6M4,7.00,9.40,8.15,5.20,6.30,7.63,6.23,5.95,4.73,4.97,4.62,4.00,6.19,3.93,5.58,10.93,5.20,3.73,5.07,4.41,1.85,4.18
P0AFW2,117.12,16.05,9.47,121.30,80.32,140.43,119.59,69.54,93.94,83.22,124.27,87.75,2.77,5.02,49.79,48.61,294.35,92.76,94.03,34.32,41.87,111.60
P09155,2.07,0.30,5.42,8.64,8.69,11.52,7.79,5.31,3.06,5.81,2.68,1.41,2.40,0.19,0.72,1.44,6.66,0.95,20.74,2.56,0.74,2.73
P0A7Q1,85.67,113.39,82.28,47.28,105.59,81.98,143.84,99.03,101.51,66.06,51.54,42.26,130.70,108.17,141.88,176.66,184.30,135.61,131.39,91.92,177.53,264.33
P0A7Q6,150.55,13630.11,7926.74,895.36,1351.12,3105.47,1351.60,681.21,3450.19,2061.83,1812.23,1554.27,3643.70,2286.44,6033.07,1317.70,4748.06,2135.26,250.56,1612.43,758.35,1365.04
P77398,6.43,5.63,1.90,3.46,7.48,2.61,10.29,8.55,3.80,4.16,3.50,2.78,0.17,0.09,0.79,0.16,0.33,0.25,0.14,0.00,0.06,0.02
P0ABT5,21.67,21.71,13.65,6.83,17.05,10.84,14.10,18.67,9.06,7.55,8.60,4.70,0.40,0.23,3.31,8.75,3.68,13.67,15.67,4.22,12.24,14.67
P33371,0.01,0.01,6.40,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.14,0.01,0.01,0.01,0.02,0.01
P42596,0.07,11.92,5.45,0.71,1.97,0.93,2.73,0.26,6.77,2.94,3.34,2.81,0.00,0.88,1.30,0.37,1.54,3.96,0.58,1.39,1.45,1.68
P08245,101.59,107.15,111.53,43.63,68.50,86.80,81.22,67.19,64.67,37.09,33.33,36.84,58.15,50.46,111.37,73.87,139.45,64.03,54.21,55.41,81.61,79.06
P76273,42.17,67.74,83.17,81.37,58.52,51.34,49.04,121.80,50.70,42.56,41.57,23.92,36.67,3.36,14.77,18.83,12.18,30.29,61.36,26.40,39.24,49.63
P75817,3.93,23.63,NA,0.42,0.06,11.07,0.45,0.00,0.40,0.30,0.00,0.00,0.00,0.00,2.28,0.25,2.94,NA,NA,0.00,0.18,NA
P0AGJ7,39.81,62.71,36.97,15.18,32.70,31.70,26.39,27.97,25.04,13.91,8.88,8.67,34.60,22.93,59.53,49.97,122.56,28.68,13.66,10.44,20.72,23.10
P55135,1.71,3.72,1.95,1.04,1.83,1.26,1.29,1.50,1.33,1.52,1.26,0.72,0.41,0.33,1.29,2.96,2.08,2.02,1.23,2.11,2.18,2.20
